CountyCode,CountyName,DistrictCode,DistrictName,SchoolCode,SchoolName,Year,Grade_Subject,Subject,MetExcExpPerc
1,ATLANTIC,1310,EGG HARBOR TWP,38,ALDER AVENUE MIDDLE SCHOOL,2017-18,Grade 6,Math,50
1,ATLANTIC,1310,EGG HARBOR TWP,38,ALDER AVENUE MIDDLE SCHOOL,2017-18,Grade 6,Math,50
1,ATLANTIC,1310,EGG HARBOR TWP,38,ALDER AVENUE MIDDLE SCHOOL,2017-18,Grade 7,Math,36
1,ATLANTIC,1310,EGG HARBOR TWP,38,ALDER AVENUE MIDDLE SCHOOL,2017-18,Grade 7,Math,36
1,ATLANTIC,1310,EGG HARBOR TWP,38,ALDER AVENUE MIDDLE SCHOOL,2017-18,Grade 8,Math,29
1,ATLANTIC,1310,EGG HARBOR TWP,38,ALDER AVENUE MIDDLE SCHOOL,2017-18,Grade 8,Math,29
1,ATLANTIC,1310,EGG HARBOR TWP,38,ALDER AVENUE MIDDLE SCHOOL,2017-18,Algebra I,Math,99
1,ATLANTIC,1310,EGG HARBOR TWP,38,ALDER AVENUE MIDDLE SCHOOL,2017-18,Algebra I,Math,99
1,ATLANTIC,1310,EGG HARBOR TWP,38,ALDER AVENUE MIDDLE SCHOOL,2017-18,Algebra I,Math,99
1,ATLANTIC,1310,EGG HARBOR TWP,38,ALDER AVENUE MIDDLE SCHOOL,2017-18,Algebra II,Math,9999999
1,ATLANTIC,1310,EGG HARBOR TWP,38,ALDER AVENUE MIDDLE SCHOOL,2017-18,Algebra II,Math,9999999
1,ATLANTIC,1310,EGG HARBOR TWP,38,ALDER AVENUE MIDDLE SCHOOL,2017-18,Algebra II,Math,9999999
1,ATLANTIC,1310,EGG HARBOR TWP,38,ALDER AVENUE MIDDLE SCHOOL,2017-18,Geometry,Math,100
1,ATLANTIC,1310,EGG HARBOR TWP,38,ALDER AVENUE MIDDLE SCHOOL,2017-18,Geometry,Math,100
1,ATLANTIC,1310,EGG HARBOR TWP,38,ALDER AVENUE MIDDLE SCHOOL,2017-18,Geometry,Math,100
1,ATLANTIC,1310,EGG HARBOR TWP,39,FERNWOOD AVENUE MIDDLE SCHOOL,2017-18,Grade 6,Math,44
1,ATLANTIC,1310,EGG HARBOR TWP,39,FERNWOOD AVENUE MIDDLE SCHOOL,2017-18,Grade 6,Math,44
1,ATLANTIC,1310,EGG HARBOR TWP,39,FERNWOOD AVENUE MIDDLE SCHOOL,2017-18,Grade 7,Math,37
1,ATLANTIC,1310,EGG HARBOR TWP,39,FERNWOOD AVENUE MIDDLE SCHOOL,2017-18,Grade 7,Math,37
1,ATLANTIC,1310,EGG HARBOR TWP,39,FERNWOOD AVENUE MIDDLE SCHOOL,2017-18,Grade 8,Math,30
1,ATLANTIC,1310,EGG HARBOR TWP,39,FERNWOOD AVENUE MIDDLE SCHOOL,2017-18,Grade 8,Math,30
1,ATLANTIC,1310,EGG HARBOR TWP,39,FERNWOOD AVENUE MIDDLE SCHOOL,2017-18,Algebra I,Math,99
1,ATLANTIC,1310,EGG HARBOR TWP,39,FERNWOOD AVENUE MIDDLE SCHOOL,2017-18,Algebra I,Math,99
1,ATLANTIC,1310,EGG HARBOR TWP,39,FERNWOOD AVENUE MIDDLE SCHOOL,2017-18,Algebra I,Math,99
1,ATLANTIC,1310,EGG HARBOR TWP,39,FERNWOOD AVENUE MIDDLE SCHOOL,2017-18,Geometry,Math,100
1,ATLANTIC,1310,EGG HARBOR TWP,39,FERNWOOD AVENUE MIDDLE SCHOOL,2017-18,Geometry,Math,100
1,ATLANTIC,1310,EGG HARBOR TWP,39,FERNWOOD AVENUE MIDDLE SCHOOL,2017-18,Geometry,Math,100
1,ATLANTIC,1310,EGG HARBOR TWP,45,DR. JOYANNE D. MILLER ELEMENTARY SCHOOL,2017-18,Grade 4,Math,41
1,ATLANTIC,1310,EGG HARBOR TWP,45,DR. JOYANNE D. MILLER ELEMENTARY SCHOOL,2017-18,Grade 4,Math,41
1,ATLANTIC,1310,EGG HARBOR TWP,45,DR. JOYANNE D. MILLER ELEMENTARY SCHOOL,2017-18,Grade 5,Math,39
1,ATLANTIC,1310,EGG HARBOR TWP,45,DR. JOYANNE D. MILLER ELEMENTARY SCHOOL,2017-18,Grade 5,Math,39
1,ATLANTIC,1310,EGG HARBOR TWP,50,H. RUSSEL SWIFT ELEMENTARY SCHOOL,2017-18,Grade 3,Math,56
1,ATLANTIC,1310,EGG HARBOR TWP,50,H. RUSSEL SWIFT ELEMENTARY SCHOOL,2017-18,Grade 3,Math,56
1,ATLANTIC,1410,ESTELL MANOR CITY,50,ESTELL MANOR ELEMENTARY SCHOOL,2017-18,Grade 3,Math,53
1,ATLANTIC,1410,ESTELL MANOR CITY,50,ESTELL MANOR ELEMENTARY SCHOOL,2017-18,Grade 3,Math,53
1,ATLANTIC,1410,ESTELL MANOR CITY,50,ESTELL MANOR ELEMENTARY SCHOOL,2017-18,Grade 4,Math,59
1,ATLANTIC,1410,ESTELL MANOR CITY,50,ESTELL MANOR ELEMENTARY SCHOOL,2017-18,Grade 4,Math,59
1,ATLANTIC,1410,ESTELL MANOR CITY,50,ESTELL MANOR ELEMENTARY SCHOOL,2017-18,Grade 5,Math,21
1,ATLANTIC,1410,ESTELL MANOR CITY,50,ESTELL MANOR ELEMENTARY SCHOOL,2017-18,Grade 5,Math,21
1,ATLANTIC,1410,ESTELL MANOR CITY,50,ESTELL MANOR ELEMENTARY SCHOOL,2017-18,Grade 6,Math,29
1,ATLANTIC,1410,ESTELL MANOR CITY,50,ESTELL MANOR ELEMENTARY SCHOOL,2017-18,Grade 6,Math,29
1,ATLANTIC,1410,ESTELL MANOR CITY,50,ESTELL MANOR ELEMENTARY SCHOOL,2017-18,Grade 7,Math,36
1,ATLANTIC,1410,ESTELL MANOR CITY,50,ESTELL MANOR ELEMENTARY SCHOOL,2017-18,Grade 7,Math,36
1,ATLANTIC,1410,ESTELL MANOR CITY,50,ESTELL MANOR ELEMENTARY SCHOOL,2017-18,Grade 8,Math,31
1,ATLANTIC,1410,ESTELL MANOR CITY,50,ESTELL MANOR ELEMENTARY SCHOOL,2017-18,Grade 8,Math,31
1,ATLANTIC,1410,ESTELL MANOR CITY,50,ESTELL MANOR ELEMENTARY SCHOOL,2017-18,Algebra I,Math,93
1,ATLANTIC,1410,ESTELL MANOR CITY,50,ESTELL MANOR ELEMENTARY SCHOOL,2017-18,Algebra I,Math,93
1,ATLANTIC,1410,ESTELL MANOR CITY,50,ESTELL MANOR ELEMENTARY SCHOOL,2017-18,Algebra I,Math,93
1,ATLANTIC,1540,FOLSOM BORO,50,FOLSOM ELEMENTARY SCHOOL,2017-18,Grade 3,Math,40
1,ATLANTIC,1540,FOLSOM BORO,50,FOLSOM ELEMENTARY SCHOOL,2017-18,Grade 3,Math,40
1,ATLANTIC,1540,FOLSOM BORO,50,FOLSOM ELEMENTARY SCHOOL,2017-18,Grade 4,Math,34
1,ATLANTIC,1540,FOLSOM BORO,50,FOLSOM ELEMENTARY SCHOOL,2017-18,Grade 4,Math,34
1,ATLANTIC,1540,FOLSOM BORO,50,FOLSOM ELEMENTARY SCHOOL,2017-18,Grade 5,Math,47
1,ATLANTIC,1540,FOLSOM BORO,50,FOLSOM ELEMENTARY SCHOOL,2017-18,Grade 5,Math,47
1,ATLANTIC,1540,FOLSOM BORO,50,FOLSOM ELEMENTARY SCHOOL,2017-18,Grade 6,Math,32
1,ATLANTIC,1540,FOLSOM BORO,50,FOLSOM ELEMENTARY SCHOOL,2017-18,Grade 6,Math,32
1,ATLANTIC,1540,FOLSOM BORO,50,FOLSOM ELEMENTARY SCHOOL,2017-18,Grade 7,Math,33
1,ATLANTIC,1540,FOLSOM BORO,50,FOLSOM ELEMENTARY SCHOOL,2017-18,Grade 7,Math,33
1,ATLANTIC,1540,FOLSOM BORO,50,FOLSOM ELEMENTARY SCHOOL,2017-18,Grade 8,Math,21
1,ATLANTIC,1540,FOLSOM BORO,50,FOLSOM ELEMENTARY SCHOOL,2017-18,Grade 8,Math,21
1,ATLANTIC,1540,FOLSOM BORO,50,FOLSOM ELEMENTARY SCHOOL,2017-18,Algebra I,Math,68
1,ATLANTIC,1540,FOLSOM BORO,50,FOLSOM ELEMENTARY SCHOOL,2017-18,Algebra I,Math,68
1,ATLANTIC,1540,FOLSOM BORO,50,FOLSOM ELEMENTARY SCHOOL,2017-18,Algebra I,Math,68
1,ATLANTIC,1690,GALLOWAY TWP,15,ARTHUR RANN ELEMENTARY SCHOOL,2017-18,Grade 3,Math,50
1,ATLANTIC,1690,GALLOWAY TWP,15,ARTHUR RANN ELEMENTARY SCHOOL,2017-18,Grade 3,Math,50
1,ATLANTIC,1690,GALLOWAY TWP,15,ARTHUR RANN ELEMENTARY SCHOOL,2017-18,Grade 4,Math,55
1,ATLANTIC,1690,GALLOWAY TWP,15,ARTHUR RANN ELEMENTARY SCHOOL,2017-18,Grade 4,Math,55
1,ATLANTIC,1690,GALLOWAY TWP,15,ARTHUR RANN ELEMENTARY SCHOOL,2017-18,Grade 5,Math,57
1,ATLANTIC,1690,GALLOWAY TWP,15,ARTHUR RANN ELEMENTARY SCHOOL,2017-18,Grade 5,Math,57
1,ATLANTIC,1690,GALLOWAY TWP,15,ARTHUR RANN ELEMENTARY SCHOOL,2017-18,Grade 6,Math,46
1,ATLANTIC,1690,GALLOWAY TWP,15,ARTHUR RANN ELEMENTARY SCHOOL,2017-18,Grade 6,Math,46
1,ATLANTIC,1690,GALLOWAY TWP,16,GALLOWAY TOWNSHIP MIDDLE SCHOOL,2017-18,Grade 7,Math,44
1,ATLANTIC,1690,GALLOWAY TWP,16,GALLOWAY TOWNSHIP MIDDLE SCHOOL,2017-18,Grade 7,Math,44
1,ATLANTIC,1690,GALLOWAY TWP,16,GALLOWAY TOWNSHIP MIDDLE SCHOOL,2017-18,Grade 8,Math,26
1,ATLANTIC,1690,GALLOWAY TWP,16,GALLOWAY TOWNSHIP MIDDLE SCHOOL,2017-18,Grade 8,Math,26
1,ATLANTIC,1690,GALLOWAY TWP,16,GALLOWAY TOWNSHIP MIDDLE SCHOOL,2017-18,Algebra I,Math,98
1,ATLANTIC,1690,GALLOWAY TWP,16,GALLOWAY TOWNSHIP MIDDLE SCHOOL,2017-18,Algebra I,Math,98
1,ATLANTIC,1690,GALLOWAY TWP,16,GALLOWAY TOWNSHIP MIDDLE SCHOOL,2017-18,Algebra I,Math,98
1,ATLANTIC,1690,GALLOWAY TWP,45,REEDS ROAD ELEMENTARY SCHOOL,2017-18,Grade 3,Math,43
1,ATLANTIC,1690,GALLOWAY TWP,45,REEDS ROAD ELEMENTARY SCHOOL,2017-18,Grade 3,Math,43
1,ATLANTIC,1690,GALLOWAY TWP,45,REEDS ROAD ELEMENTARY SCHOOL,2017-18,Grade 4,Math,44
1,ATLANTIC,1690,GALLOWAY TWP,45,REEDS ROAD ELEMENTARY SCHOOL,2017-18,Grade 4,Math,44
1,ATLANTIC,1690,GALLOWAY TWP,45,REEDS ROAD ELEMENTARY SCHOOL,2017-18,Grade 5,Math,45
1,ATLANTIC,1690,GALLOWAY TWP,45,REEDS ROAD ELEMENTARY SCHOOL,2017-18,Grade 5,Math,45
1,ATLANTIC,1690,GALLOWAY TWP,45,REEDS ROAD ELEMENTARY SCHOOL,2017-18,Grade 6,Math,54
1,ATLANTIC,1690,GALLOWAY TWP,45,REEDS ROAD ELEMENTARY SCHOOL,2017-18,Grade 6,Math,54
1,ATLANTIC,1690,GALLOWAY TWP,46,ROLAND ROGERS ELEMENTARY SCHOOL,2017-18,Grade 3,Math,27
1,ATLANTIC,1690,GALLOWAY TWP,46,ROLAND ROGERS ELEMENTARY SCHOOL,2017-18,Grade 3,Math,27
1,ATLANTIC,1690,GALLOWAY TWP,46,ROLAND ROGERS ELEMENTARY SCHOOL,2017-18,Grade 4,Math,41
1,ATLANTIC,1690,GALLOWAY TWP,46,ROLAND ROGERS ELEMENTARY SCHOOL,2017-18,Grade 4,Math,41
1,ATLANTIC,1690,GALLOWAY TWP,46,ROLAND ROGERS ELEMENTARY SCHOOL,2017-18,Grade 5,Math,46
1,ATLANTIC,1690,GALLOWAY TWP,46,ROLAND ROGERS ELEMENTARY SCHOOL,2017-18,Grade 5,Math,46
1,ATLANTIC,1690,GALLOWAY TWP,46,ROLAND ROGERS ELEMENTARY SCHOOL,2017-18,Grade 6,Math,57
1,ATLANTIC,1690,GALLOWAY TWP,46,ROLAND ROGERS ELEMENTARY SCHOOL,2017-18,Grade 6,Math,57
1,ATLANTIC,1690,GALLOWAY TWP,48,SMITHVILLE ELEMENTARY SCHOOL,2017-18,Grade 3,Math,41
1,ATLANTIC,1690,GALLOWAY TWP,48,SMITHVILLE ELEMENTARY SCHOOL,2017-18,Grade 3,Math,41
1,ATLANTIC,1690,GALLOWAY TWP,48,SMITHVILLE ELEMENTARY SCHOOL,2017-18,Grade 4,Math,43
1,ATLANTIC,1690,GALLOWAY TWP,48,SMITHVILLE ELEMENTARY SCHOOL,2017-18,Grade 4,Math,43
1,ATLANTIC,1690,GALLOWAY TWP,48,SMITHVILLE ELEMENTARY SCHOOL,2017-18,Grade 5,Math,40
1,ATLANTIC,1690,GALLOWAY TWP,48,SMITHVILLE ELEMENTARY SCHOOL,2017-18,Grade 5,Math,40
1,ATLANTIC,1690,GALLOWAY TWP,48,SMITHVILLE ELEMENTARY SCHOOL,2017-18,Grade 6,Math,44
1,ATLANTIC,1690,GALLOWAY TWP,48,SMITHVILLE ELEMENTARY SCHOOL,2017-18,Grade 6,Math,44
1,ATLANTIC,1790,GREATER EGG HARBOR REG,40,ABSEGAMI HIGH SCHOOL,2017-18,Algebra I,Math,38
1,ATLANTIC,1790,GREATER EGG HARBOR REG,40,ABSEGAMI HIGH SCHOOL,2017-18,Algebra I,Math,38
1,ATLANTIC,1790,GREATER EGG HARBOR REG,40,ABSEGAMI HIGH SCHOOL,2017-18,Algebra I,Math,38
1,ATLANTIC,1790,GREATER EGG HARBOR REG,40,ABSEGAMI HIGH SCHOOL,2017-18,Algebra II,Math,27
1,ATLANTIC,1790,GREATER EGG HARBOR REG,40,ABSEGAMI HIGH SCHOOL,2017-18,Algebra II,Math,27
1,ATLANTIC,1790,GREATER EGG HARBOR REG,40,ABSEGAMI HIGH SCHOOL,2017-18,Algebra II,Math,27
1,ATLANTIC,1790,GREATER EGG HARBOR REG,40,ABSEGAMI HIGH SCHOOL,2017-18,Geometry,Math,21
1,ATLANTIC,1790,GREATER EGG HARBOR REG,40,ABSEGAMI HIGH SCHOOL,2017-18,Geometry,Math,21
1,ATLANTIC,1790,GREATER EGG HARBOR REG,40,ABSEGAMI HIGH SCHOOL,2017-18,Geometry,Math,21
1,ATLANTIC,1790,GREATER EGG HARBOR REG,50,OAKCREST HIGH SCHOOL,2017-18,Algebra I,Math,12
1,ATLANTIC,1790,GREATER EGG HARBOR REG,50,OAKCREST HIGH SCHOOL,2017-18,Algebra I,Math,12
1,ATLANTIC,1790,GREATER EGG HARBOR REG,50,OAKCREST HIGH SCHOOL,2017-18,Algebra I,Math,12
1,ATLANTIC,1790,GREATER EGG HARBOR REG,50,OAKCREST HIGH SCHOOL,2017-18,Algebra II,Math,12
1,ATLANTIC,1790,GREATER EGG HARBOR REG,50,OAKCREST HIGH SCHOOL,2017-18,Algebra II,Math,12
1,ATLANTIC,1790,GREATER EGG HARBOR REG,50,OAKCREST HIGH SCHOOL,2017-18,Algebra II,Math,12
1,ATLANTIC,1790,GREATER EGG HARBOR REG,50,OAKCREST HIGH SCHOOL,2017-18,Geometry,Math,13
1,ATLANTIC,1790,GREATER EGG HARBOR REG,50,OAKCREST HIGH SCHOOL,2017-18,Geometry,Math,13
1,ATLANTIC,1790,GREATER EGG HARBOR REG,50,OAKCREST HIGH SCHOOL,2017-18,Geometry,Math,13
1,ATLANTIC,1790,GREATER EGG HARBOR REG,60,CEDAR CREEK HIGH SCHOOL,2017-18,Algebra I,Math,31
1,ATLANTIC,1790,GREATER EGG HARBOR REG,60,CEDAR CREEK HIGH SCHOOL,2017-18,Algebra I,Math,31
1,ATLANTIC,1790,GREATER EGG HARBOR REG,60,CEDAR CREEK HIGH SCHOOL,2017-18,Algebra I,Math,31
1,ATLANTIC,1790,GREATER EGG HARBOR REG,60,CEDAR CREEK HIGH SCHOOL,2017-18,Algebra II,Math,15
1,ATLANTIC,1790,GREATER EGG HARBOR REG,60,CEDAR CREEK HIGH SCHOOL,2017-18,Algebra II,Math,15
1,ATLANTIC,1790,GREATER EGG HARBOR REG,60,CEDAR CREEK HIGH SCHOOL,2017-18,Algebra II,Math,15
1,ATLANTIC,1790,GREATER EGG HARBOR REG,60,CEDAR CREEK HIGH SCHOOL,2017-18,Geometry,Math,21
1,ATLANTIC,1790,GREATER EGG HARBOR REG,60,CEDAR CREEK HIGH SCHOOL,2017-18,Geometry,Math,21
1,ATLANTIC,1790,GREATER EGG HARBOR REG,60,CEDAR CREEK HIGH SCHOOL,2017-18,Geometry,Math,21
1,ATLANTIC,1940,HAMILTON TWP,55,GEORGE L. HESS EDUCATIONAL COMPLEX,2017-18,Grade 3,Math,28
1,ATLANTIC,1940,HAMILTON TWP,55,GEORGE L. HESS EDUCATIONAL COMPLEX,2017-18,Grade 3,Math,28
1,ATLANTIC,1940,HAMILTON TWP,55,GEORGE L. HESS EDUCATIONAL COMPLEX,2017-18,Grade 4,Math,34
1,ATLANTIC,1940,HAMILTON TWP,55,GEORGE L. HESS EDUCATIONAL COMPLEX,2017-18,Grade 4,Math,34
1,ATLANTIC,1940,HAMILTON TWP,55,GEORGE L. HESS EDUCATIONAL COMPLEX,2017-18,Grade 5,Math,45
1,ATLANTIC,1940,HAMILTON TWP,55,GEORGE L. HESS EDUCATIONAL COMPLEX,2017-18,Grade 5,Math,45
1,ATLANTIC,1940,HAMILTON TWP,120,WILLIAM DAVIES MIDDLE SCHOOL,2017-18,Grade 6,Math,37
1,ATLANTIC,1940,HAMILTON TWP,120,WILLIAM DAVIES MIDDLE SCHOOL,2017-18,Grade 6,Math,37
1,ATLANTIC,1940,HAMILTON TWP,120,WILLIAM DAVIES MIDDLE SCHOOL,2017-18,Grade 7,Math,28
1,ATLANTIC,1940,HAMILTON TWP,120,WILLIAM DAVIES MIDDLE SCHOOL,2017-18,Grade 7,Math,28
1,ATLANTIC,1940,HAMILTON TWP,120,WILLIAM DAVIES MIDDLE SCHOOL,2017-18,Grade 8,Math,20
1,ATLANTIC,1940,HAMILTON TWP,120,WILLIAM DAVIES MIDDLE SCHOOL,2017-18,Grade 8,Math,20
1,ATLANTIC,1940,HAMILTON TWP,120,WILLIAM DAVIES MIDDLE SCHOOL,2017-18,Algebra I,Math,95
1,ATLANTIC,1940,HAMILTON TWP,120,WILLIAM DAVIES MIDDLE SCHOOL,2017-18,Algebra I,Math,95
1,ATLANTIC,1940,HAMILTON TWP,120,WILLIAM DAVIES MIDDLE SCHOOL,2017-18,Algebra I,Math,95
1,ATLANTIC,1940,HAMILTON TWP,120,WILLIAM DAVIES MIDDLE SCHOOL,2017-18,Algebra II,Math,9999999
1,ATLANTIC,1940,HAMILTON TWP,120,WILLIAM DAVIES MIDDLE SCHOOL,2017-18,Algebra II,Math,9999999
1,ATLANTIC,1940,HAMILTON TWP,120,WILLIAM DAVIES MIDDLE SCHOOL,2017-18,Algebra II,Math,9999999
1,ATLANTIC,1960,HAMMONTON TOWN,50,HAMMONTON HIGH SCHOOL,2017-18,Algebra I,Math,35
1,ATLANTIC,1960,HAMMONTON TOWN,50,HAMMONTON HIGH SCHOOL,2017-18,Algebra I,Math,35
1,ATLANTIC,1960,HAMMONTON TOWN,50,HAMMONTON HIGH SCHOOL,2017-18,Algebra I,Math,35
1,ATLANTIC,1960,HAMMONTON TOWN,50,HAMMONTON HIGH SCHOOL,2017-18,Algebra II,Math,29
1,ATLANTIC,1960,HAMMONTON TOWN,50,HAMMONTON HIGH SCHOOL,2017-18,Algebra II,Math,29
1,ATLANTIC,1960,HAMMONTON TOWN,50,HAMMONTON HIGH SCHOOL,2017-18,Algebra II,Math,29
1,ATLANTIC,1960,HAMMONTON TOWN,50,HAMMONTON HIGH SCHOOL,2017-18,Geometry,Math,31
1,ATLANTIC,1960,HAMMONTON TOWN,50,HAMMONTON HIGH SCHOOL,2017-18,Geometry,Math,31
1,ATLANTIC,1960,HAMMONTON TOWN,50,HAMMONTON HIGH SCHOOL,2017-18,Geometry,Math,31
1,ATLANTIC,1960,HAMMONTON TOWN,55,WARREN E. SOOY JR. ELEMENTARY SCHOOL,2017-18,Grade 3,Math,51
1,ATLANTIC,1960,HAMMONTON TOWN,55,WARREN E. SOOY JR. ELEMENTARY SCHOOL,2017-18,Grade 3,Math,51
1,ATLANTIC,1960,HAMMONTON TOWN,55,WARREN E. SOOY JR. ELEMENTARY SCHOOL,2017-18,Grade 4,Math,46
1,ATLANTIC,1960,HAMMONTON TOWN,55,WARREN E. SOOY JR. ELEMENTARY SCHOOL,2017-18,Grade 4,Math,46
1,ATLANTIC,1960,HAMMONTON TOWN,55,WARREN E. SOOY JR. ELEMENTARY SCHOOL,2017-18,Grade 5,Math,49
1,ATLANTIC,1960,HAMMONTON TOWN,55,WARREN E. SOOY JR. ELEMENTARY SCHOOL,2017-18,Grade 5,Math,49
1,ATLANTIC,1960,HAMMONTON TOWN,60,HAMMONTON MIDDLE SCHOOL,2017-18,Grade 6,Math,40
1,ATLANTIC,1960,HAMMONTON TOWN,60,HAMMONTON MIDDLE SCHOOL,2017-18,Grade 6,Math,40
1,ATLANTIC,1960,HAMMONTON TOWN,60,HAMMONTON MIDDLE SCHOOL,2017-18,Grade 7,Math,38
1,ATLANTIC,1960,HAMMONTON TOWN,60,HAMMONTON MIDDLE SCHOOL,2017-18,Grade 7,Math,38
1,ATLANTIC,1960,HAMMONTON TOWN,60,HAMMONTON MIDDLE SCHOOL,2017-18,Grade 8,Math,37
1,ATLANTIC,1960,HAMMONTON TOWN,60,HAMMONTON MIDDLE SCHOOL,2017-18,Grade 8,Math,37
1,ATLANTIC,1960,HAMMONTON TOWN,60,HAMMONTON MIDDLE SCHOOL,2017-18,Algebra I,Math,96
1,ATLANTIC,1960,HAMMONTON TOWN,60,HAMMONTON MIDDLE SCHOOL,2017-18,Algebra I,Math,96
1,ATLANTIC,1960,HAMMONTON TOWN,60,HAMMONTON MIDDLE SCHOOL,2017-18,Algebra I,Math,96
1,ATLANTIC,2680,LINWOOD CITY,20,BELHAVEN MIDDLE SCHOOL,2017-18,Grade 5,Math,67
1,ATLANTIC,2680,LINWOOD CITY,20,BELHAVEN MIDDLE SCHOOL,2017-18,Grade 5,Math,67
1,ATLANTIC,2680,LINWOOD CITY,20,BELHAVEN MIDDLE SCHOOL,2017-18,Grade 6,Math,53
1,ATLANTIC,2680,LINWOOD CITY,20,BELHAVEN MIDDLE SCHOOL,2017-18,Grade 6,Math,53
1,ATLANTIC,2680,LINWOOD CITY,20,BELHAVEN MIDDLE SCHOOL,2017-18,Grade 7,Math,67
1,ATLANTIC,2680,LINWOOD CITY,20,BELHAVEN MIDDLE SCHOOL,2017-18,Grade 7,Math,67
1,ATLANTIC,2680,LINWOOD CITY,20,BELHAVEN MIDDLE SCHOOL,2017-18,Grade 8,Math,48
1,ATLANTIC,2680,LINWOOD CITY,20,BELHAVEN MIDDLE SCHOOL,2017-18,Grade 8,Math,48
1,ATLANTIC,2680,LINWOOD CITY,20,BELHAVEN MIDDLE SCHOOL,2017-18,Algebra I,Math,100
1,ATLANTIC,2680,LINWOOD CITY,20,BELHAVEN MIDDLE SCHOOL,2017-18,Algebra I,Math,100
1,ATLANTIC,2680,LINWOOD CITY,20,BELHAVEN MIDDLE SCHOOL,2017-18,Algebra I,Math,100
1,ATLANTIC,2680,LINWOOD CITY,50,SEAVIEW ELEMENTARY SCHOOL,2017-18,Grade 3,Math,83
1,ATLANTIC,2680,LINWOOD CITY,50,SEAVIEW ELEMENTARY SCHOOL,2017-18,Grade 3,Math,83
1,ATLANTIC,2680,LINWOOD CITY,50,SEAVIEW ELEMENTARY SCHOOL,2017-18,Grade 4,Math,69
1,ATLANTIC,2680,LINWOOD CITY,50,SEAVIEW ELEMENTARY SCHOOL,2017-18,Grade 4,Math,69
1,ATLANTIC,2910,MAINLAND REGIONAL,50,MAINLAND REGIONAL HIGH SCHOOL,2017-18,Algebra I,Math,36
1,ATLANTIC,2910,MAINLAND REGIONAL,50,MAINLAND REGIONAL HIGH SCHOOL,2017-18,Algebra I,Math,36
1,ATLANTIC,2910,MAINLAND REGIONAL,50,MAINLAND REGIONAL HIGH SCHOOL,2017-18,Algebra I,Math,36
1,ATLANTIC,2910,MAINLAND REGIONAL,50,MAINLAND REGIONAL HIGH SCHOOL,2017-18,Algebra II,Math,24
1,ATLANTIC,2910,MAINLAND REGIONAL,50,MAINLAND REGIONAL HIGH SCHOOL,2017-18,Algebra II,Math,24
1,ATLANTIC,2910,MAINLAND REGIONAL,50,MAINLAND REGIONAL HIGH SCHOOL,2017-18,Algebra II,Math,24
1,ATLANTIC,2910,MAINLAND REGIONAL,50,MAINLAND REGIONAL HIGH SCHOOL,2017-18,Geometry,Math,41
1,ATLANTIC,2910,MAINLAND REGIONAL,50,MAINLAND REGIONAL HIGH SCHOOL,2017-18,Geometry,Math,41
1,ATLANTIC,2910,MAINLAND REGIONAL,50,MAINLAND REGIONAL HIGH SCHOOL,2017-18,Geometry,Math,41
1,ATLANTIC,3020,MARGATE CITY,10,EUGENE A. TIGHE MIDDLE SCHOOL,2017-18,Grade 5,Math,85
1,ATLANTIC,3020,MARGATE CITY,10,EUGENE A. TIGHE MIDDLE SCHOOL,2017-18,Grade 5,Math,85
1,ATLANTIC,3020,MARGATE CITY,10,EUGENE A. TIGHE MIDDLE SCHOOL,2017-18,Grade 6,Math,75
1,ATLANTIC,3020,MARGATE CITY,10,EUGENE A. TIGHE MIDDLE SCHOOL,2017-18,Grade 6,Math,75
1,ATLANTIC,3020,MARGATE CITY,10,EUGENE A. TIGHE MIDDLE SCHOOL,2017-18,Grade 7,Math,75
1,ATLANTIC,3020,MARGATE CITY,10,EUGENE A. TIGHE MIDDLE SCHOOL,2017-18,Grade 7,Math,75
1,ATLANTIC,3020,MARGATE CITY,10,EUGENE A. TIGHE MIDDLE SCHOOL,2017-18,Grade 8,Math,56
1,ATLANTIC,3020,MARGATE CITY,10,EUGENE A. TIGHE MIDDLE SCHOOL,2017-18,Grade 8,Math,56
1,ATLANTIC,3020,MARGATE CITY,10,EUGENE A. TIGHE MIDDLE SCHOOL,2017-18,Algebra I,Math,100
1,ATLANTIC,3020,MARGATE CITY,10,EUGENE A. TIGHE MIDDLE SCHOOL,2017-18,Algebra I,Math,100
1,ATLANTIC,3020,MARGATE CITY,10,EUGENE A. TIGHE MIDDLE SCHOOL,2017-18,Algebra I,Math,100
1,ATLANTIC,3020,MARGATE CITY,10,EUGENE A. TIGHE MIDDLE SCHOOL,2017-18,Algebra II,Math,9999999
1,ATLANTIC,3020,MARGATE CITY,10,EUGENE A. TIGHE MIDDLE SCHOOL,2017-18,Algebra II,Math,9999999
1,ATLANTIC,3020,MARGATE CITY,10,EUGENE A. TIGHE MIDDLE SCHOOL,2017-18,Algebra II,Math,9999999
1,ATLANTIC,3020,MARGATE CITY,25,WILLIAM H. ROSS III SCHOOL,2017-18,Grade 3,Math,85
1,ATLANTIC,3020,MARGATE CITY,25,WILLIAM H. ROSS III SCHOOL,2017-18,Grade 3,Math,85
1,ATLANTIC,3020,MARGATE CITY,25,WILLIAM H. ROSS III SCHOOL,2017-18,Grade 4,Math,69
1,ATLANTIC,3020,MARGATE CITY,25,WILLIAM H. ROSS III SCHOOL,2017-18,Grade 4,Math,69
